facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,complaints,footfall,hours_since_cleaning,inspection_date,hygiene_risk
FAC00616,Chennai,Bus Stand,7.9,8.1,2.4,4,107,13.5,2024-12-02,Medium
FAC01043,Pune,Market,5.7,6.1,3.5,2,72,27.3,2024-06-15,Medium
FAC00114,Mumbai,Railway Station,9.3,4.5,9.0,5,226,11.8,2024-08-18,Medium
FAC00600,Delhi,Bus Stand,6.1,5.3,7.6,3,455,11.8,2024-10-18,Medium
FAC00509,Pune,Bus Stand,7.7,5.4,6.5,6,445,18.3,2024-11-16,Medium
FAC00211,Pune,Park,7.8,5.5,2.1,3,136,8.9,2024-10-28,Low
FAC00463,Kolkata,Railway Station,5.4,7.4,5.5,5,315,15.4,2024-06-28,High
FAC01329,Bangalore,Railway Station,8.8,4.5,7.4,10,227,18.7,2024-12-11,Medium
FAC00951,Bangalore,Bus Stand,6.6,2.9,3.2,1,251,18.1,2024-04-27,Low
FAC00100,Delhi,Bus Stand,3.0,7.6,6.7,2,364,12.7,2024-09-16,High
FAC00255,Mumbai,Public Toilet,5.6,4.0,5.1,3,175,19.0,2024-03-12,Low
FAC00633,Mumbai,Market,6.2,4.5,3.2,3,351,5.3,2024-02-17,Low
FAC00025,Bangalore,Park,9.8,5.6,3.7,8,399,12.4,2024-05-19,Low
FAC00446,Delhi,Bus Stand,7.0,6.1,5.5,8,316,,2024-09-09,Medium
FAC00511,Kolkata,Public Toilet,6.7,6.9,1.3,0,248,15.1,2024-09-05,High
FAC01367,Delhi,Park,5.0,5.7,9.2,3,291,11.1,2024-08-04,High
FAC00488,Mumbai,Park,5.2,5.6,4.8,3,476,10.1,2024-01-22,Medium
FAC00668,Mumbai,Market,3.8,5.9,3.2,11,87,12.7,2024-10-13,High
FAC01241,Kolkata,Railway Station,6.3,6.5,4.0,2,215,19.3,2024-02-09,Low
FAC00410,Kolkata,Hospital,6.9,8.5,9.3,4,114,0,2024-07-03,High
FAC00325,Pune,Bus Stand,6.6,4.4,1.1,0,12,12.8,2024-10-10,Low
FAC00759,Mumbai,Hospital,3.2,3.2,3.5,4,511,14.6,2024-05-16,Medium
FAC00108,Mumbai,Market,3.6,4.0,3.7,4,460,14.9,2024-07-04,Medium
FAC01149,Delhi,Bus Stand,4.2,6.2,9.6,7,292,30.4,2024-02-08,High
FAC00639,Kolkata,Hospital,8.1,2.1,5.4,5,142,3.8,2024-02-15,Low
FAC00495,Mumbai,Park,7.3,7.5,6.8,8,365,25.3,2024-02-07,High
FAC01411,Delhi,Railway Station,5.5,7.8,7.4,9,250,20.8,2024-10-03,High
FAC00791,Bangalore,Bus Stand,7.0,4.9,5.2,5,387,10.1,2024-01-11,Low
FAC00985,Delhi,Market,3.3,4.3,4.3,7,347,19.4,2024-11-19,Medium
FAC00282,Bangalore,Market,6.9,1.9,7.5,0,410,9.7,2024-03-29,Low
FAC01102,Delhi,Railway Station,6.9,3.6,0.6,4,376,20.3,2024-02-16,Low
FAC00411,Kolkata,Public Toilet,8.1,4.6,2.4,7,376,8.4,2024-04-20,Low
FAC00974,Pune,Railway Station,7.8,6.5,4.5,10,287,12.7,2024-12-22,Medium
FAC01021,Pune,Bus Stand,5.8,3.1,3.3,1,383,17.2,2024-02-27,Low
FAC01415,Delhi,Railway Station,5.4,,7.9,9,502,10.8,2024-02-20,High
FAC01248,Pune,Railway Station,8.4,7.4,5.3,1,298,6.4,2024-10-07,Medium
FAC01355,Pune,Public Toilet,8.2,,3.1,0,613,15.6,2024-07-27,Low
FAC00589,Bangalore,Railway Station,4.8,6.8,5.0,6,435,2.5,2024-01-15,Medium
FAC01054,Chennai,Bus Stand,9.6,2.1,8.3,9,637,16.6,2024-08-12,Medium
FAC00331,Kolkata,Hospital,6.2,4.1,7.4,0,212,16.0,2024-10-28,Medium
FAC01416,Chennai,Park,3.6,7.5,6.3,1,473,28.7,2024-12-17,High
FAC01340,Delhi,Park,5.0,5.1,2.7,6,431,5.0,2024-03-21,Medium
FAC01473,Kolkata,Hospital,6.3,10,4.0,2,194,,2024-01-13,Medium
FAC00054,Chennai,Park,5.4,6.6,4.1,7,468,7.0,2024-07-27,Medium
FAC01062,Chennai,Bus Stand,6.7,6.2,3.7,5,268,15.4,2024-10-01,Low
FAC01253,Chennai,Bus Stand,5.8,5.5,5.6,3,349,30.4,2024-07-26,Medium
FAC00971,Chennai,Hospital,6.0,6.1,3.5,2,434,23.8,2024-08-14,Medium
FAC00808,Pune,Bus Stand,2.9,4.1,6.8,2,277,5.9,2024-03-05,High
FAC00212,Chennai,Bus Stand,10,10,2.9,4,379,12.4,2024-06-24,Medium
FAC00291,Pune,Park,5.0,5.8,3.8,7,168,6.6,2024-10-14,High
FAC00763,Pune,Market,7.2,,1.4,4,232,5.2,2024-01-04,Low
FAC01017,Chennai,Bus Stand,3.7,8.4,6.8,10,444,10.7,2024-08-24,High
FAC01479,Chennai,Public Toilet,7.7,8.5,0,6,88,15.6,2024-02-04,Medium
FAC00699,Pune,Public Toilet,5.4,4.6,7.1,7,437,24.4,2024-04-20,Medium
FAC00965,Delhi,Public Toilet,0.4,6.6,7.9,4,342,17.4,2024-10-31,High
FAC01417,Pune,Park,2.5,5.3,1.7,5,230,2.0,2024-05-01,Medium
FAC00060,Delhi,Park,5.9,4.3,6.5,0,423,17.1,2024-11-12,Medium
FAC01061,Pune,Park,6.0,5.1,5.1,4,63,16.4,2024-11-02,Medium
FAC00081,Pune,Railway Station,9.1,4.7,2.9,4,633,13.9,2024-05-31,Low
FAC01489,Mumbai,Railway Station,4.9,2.0,6.2,2,519,14.8,2024-05-06,Medium
FAC01126,Chennai,Hospital,6.3,4.9,4.2,3,401,5.9,2024-07-17,Low
FAC00299,Delhi,Market,6.6,6.1,1.5,11,298,16.5,2024-10-22,Medium
FAC01466,Chennai,Hospital,6.1,8.2,1.9,5,492,5.2,2024-02-02,Medium
FAC01255,Pune,Hospital,2.7,7.2,8.0,1,290,9.7,2024-07-06,Medium
FAC01495,Bangalore,Market,4.3,7.2,0,0,47,11.6,2024-06-05,Medium
FAC00484,Delhi,Park,5.3,5.5,7.9,6,317,25.1,2024-11-05,High
FAC01435,Kolkata,Bus Stand,5.5,5.8,1.2,2,376,4.8,2024-07-30,Low
FAC00444,Bangalore,Park,4.6,6.0,2.6,3,368,4.7,2024-03-28,Medium
FAC01139,Delhi,Hospital,2.7,3.7,9.0,3,398,15.8,2024-12-08,High
FAC00423,Bangalore,Railway Station,4.9,5.2,4.4,7,236,4.4,2024-04-07,Medium
FAC01398,Kolkata,Railway Station,4.7,8.2,3.3,0,206,23.0,2024-12-30,Medium
FAC00457,Mumbai,Railway Station,6.0,3.7,3.2,3,206,0.8,2024-05-23,Low
FAC00669,Bangalore,Park,3.4,10.0,3.7,2,414,16.2,2024-12-20,High
FAC00676,Chennai,Bus Stand,3.1,3.4,4.3,5,324,25.3,2024-10-26,Medium
FAC01003,Pune,Hospital,7.9,5.8,7.4,4,272,0,2024-06-21,Medium
FAC00864,Kolkata,Public Toilet,8.6,8.7,4.6,1,400,10.8,2024-03-01,High
FAC00728,Mumbai,Hospital,6.3,,1.5,5,451,7.0,2024-06-13,Low
FAC00748,Chennai,Public Toilet,7.5,6.7,3.7,0,161,12.1,2024-09-28,Low
FAC00686,Chennai,Market,6.6,5.0,7.3,8,230,26.3,2024-04-25,Medium
FAC01240,Chennai,Public Toilet,5.5,6.1,8.3,0,317,22.1,2024-03-07,High
FAC01063,Pune,Public Toilet,8.5,2.5,7.0,4,419,10.4,2024-12-08,Medium
FAC01427,Pune,Hospital,6.1,6.4,6.1,0,273,6.7,2024-02-03,Medium
FAC01251,Chennai,Park,6.8,8.9,5.8,2,622,3.8,2024-07-23,Medium
FAC00766,Pune,Hospital,8.0,5.1,2.9,0,506,1.3,2024-01-02,Low
FAC00229,Pune,Market,5.9,9.1,3.2,7,151,10.3,2024-02-20,Medium
FAC01005,Delhi,Railway Station,4.5,3.7,5.5,0,519,17.2,2024-12-18,Medium
FAC00204,Chennai,Railway Station,5.3,8.7,1.4,9,285,4.8,2024-01-04,High
FAC00857,Pune,Public Toilet,7.6,6.5,3.7,1,370,18.6,2024-01-03,Low
FAC01006,Bangalore,Market,5.7,5.4,3.5,5,316,14.8,2024-05-20,Medium
FAC00802,Pune,Bus Stand,4.4,6.5,2.1,3,388,6.9,2024-12-21,Medium
FAC00723,Kolkata,Public Toilet,3.0,6.5,4.9,4,430,26.3,2024-11-16,High
FAC00975,Kolkata,Public Toilet,6.2,6.1,4.1,3,283,5.2,2024-11-27,Low
FAC00598,Bangalore,Hospital,1.9,2.7,1.9,3,264,15.6,2024-01-14,Medium
FAC01030,Kolkata,Railway Station,5.0,4.8,4.5,8,234,3.2,2024-01-21,Medium
FAC00390,Bangalore,Bus Stand,8.3,4.5,8.0,5,0,10.0,2024-07-18,Medium
FAC01444,Bangalore,Hospital,6.3,5.6,4.6,14,576,19.6,2024-10-28,High
FAC01480,Pune,Market,7.2,6.2,4.4,2,21,29.4,2024-09-21,Low
FAC00045,Mumbai,Market,6.0,7.7,2.2,6,396,1.7,2024-09-30,Medium
FAC00553,Pune,Public Toilet,6.6,6.8,9.2,9,375,16.7,2024-10-12,High
FAC00562,Kolkata,Public Toilet,5.6,7.2,4.8,0,117,14.6,2024-03-21,Medium
FAC00317,Mumbai,Public Toilet,5.2,6.2,0.9,5,21,19.1,2024-11-30,Medium
FAC01245,Mumbai,Park,7.4,5.4,5.5,1,262,1.4,2024-04-10,Low
FAC01064,Pune,Market,3.2,5.9,5.4,2,336,18.1,2024-02-18,High
FAC01335,Kolkata,Market,5.3,5.5,0,0,478,16.0,2024-11-09,Low
FAC00358,Kolkata,Park,8.7,6.1,6.2,7,522,16.5,2024-07-26,Medium
FAC00275,Mumbai,Hospital,7.4,6.2,0.9,0,241,14.7,2024-05-15,Low
FAC01441,Bangalore,Market,7.9,4.0,5.8,6,429,,2024-01-30,Low
FAC01117,Bangalore,Park,8.9,4.3,6.4,2,617,15.0,2024-09-06,Low
FAC00147,Pune,Railway Station,7.3,2.5,4.4,5,480,17.2,2024-06-09,Low
FAC00749,Pune,Bus Stand,3.8,5.1,3.8,0,510,23.4,2024-11-02,Medium
FAC01382,Delhi,Park,4.5,6.0,7.2,5,274,2.4,2024-10-04,High
FAC00782,Chennai,Public Toilet,3.7,7.0,7.4,0,436,5.6,2024-03-01,High
FAC00065,Pune,Park,5.1,6.3,2.4,3,45,4.3,2024-04-27,Medium
FAC00144,Kolkata,Hospital,8.5,4.6,4.4,5,452,32.9,2024-02-17,Low
FAC00107,Kolkata,Market,5.7,3.1,6.5,0,606,21.0,2024-06-09,Low
FAC00221,Bangalore,Park,5.9,6.9,3.4,3,65,17.5,2024-02-28,Medium
FAC00844,Pune,Railway Station,4.9,3.0,5.2,2,238,,2024-09-24,Medium
FAC00414,Delhi,Market,8.3,3.9,8.7,3,126,19.9,2024-10-06,Medium
FAC00196,Mumbai,Bus Stand,6.8,9.7,3.6,0,271,32.0,2024-12-02,Medium
FAC00258,Kolkata,Bus Stand,5.9,5.7,4.1,2,342,19.0,2024-11-13,Low
FAC00946,Chennai,Market,2.9,5.7,3.1,5,248,14.4,2024-05-27,High
FAC00305,Pune,Park,7.8,,5.7,5,287,8.8,2024-02-21,Medium
FAC01452,Delhi,Bus Stand,5.0,4.5,4.3,3,346,11.2,2024-09-30,Medium
FAC01318,Mumbai,Hospital,7.4,6.0,5.5,3,361,4.3,2024-11-05,Low
FAC00547,Delhi,Bus Stand,5.6,7.2,6.4,0,97,6.2,2024-03-01,Medium
FAC01189,Pune,Bus Stand,4.0,6.2,2.7,0,121,28.9,2024-11-19,Medium
FAC01483,Delhi,Market,5.0,3.8,5.2,5,375,18.6,2024-06-24,Medium
FAC01127,Delhi,Railway Station,6.5,7.7,4.6,12,200,7.1,2024-04-24,Medium
FAC00486,Mumbai,Hospital,7.3,4.9,0,4,335,8.2,2024-06-25,Low
FAC00993,Chennai,Hospital,4.4,9.7,3.1,5,270,25.7,2024-06-26,High
FAC00494,Kolkata,Market,6.6,3.8,6.5,5,443,13.8,2024-04-12,Medium
FAC01239,Pune,Railway Station,6.2,5.8,1.1,4,379,27.5,2024-03-12,Medium
FAC00498,Mumbai,Market,2.2,3.5,2.6,7,136,20.6,2024-06-23,High
FAC01458,Pune,Hospital,7.0,6.9,7.1,1,185,11.4,2024-10-24,Medium
FAC00326,Pune,Railway Station,7.1,8.1,4.1,6,108,0,2024-12-21,Medium
FAC00396,Delhi,Railway Station,6.7,1.0,5.7,0,262,26.9,2024-04-03,Low
FAC01368,Bangalore,Railway Station,7.9,5.2,2.0,4,473,12.9,2024-10-06,Low
FAC00447,Mumbai,Bus Stand,4.5,4.2,3.9,4,223,10.5,2024-04-16,Medium
FAC01451,Kolkata,Hospital,3.0,3.1,5.0,0,367,17.1,2024-10-02,Medium
FAC00458,Pune,Public Toilet,9.0,5.1,6.1,0,154,20.9,2024-06-10,Low
FAC00507,Bangalore,Park,6.7,6.2,2.1,0,68,21.3,2024-11-23,Low
FAC00301,Kolkata,Railway Station,6.4,2.9,4.8,4,308,8.3,2024-09-14,Low
FAC01079,Kolkata,Railway Station,7.9,6.9,0.9,0,217,0.7,2024-11-04,Low
FAC00233,Pune,Hospital,4.9,5.6,7.8,6,442,18.6,2024-03-09,High
FAC00771,Kolkata,Market,7.6,7.0,4.3,4,124,0,2024-09-07,Low
FAC01056,Mumbai,Public Toilet,3.8,3.4,4.0,5,605,12.7,2024-08-21,Medium
FAC01433,Kolkata,Public Toilet,6.6,5.5,1.6,8,518,11.2,2024-06-06,Medium
FAC01038,Chennai,Railway Station,7.9,3.2,7.5,10,551,12.6,2024-05-14,Medium
FAC00346,Mumbai,Railway Station,5.8,4.8,3.8,1,388,24.0,2024-04-30,Low
FAC01269,Bangalore,Park,7.5,4.5,4.4,7,701,19.0,2024-02-08,Low
FAC01105,Delhi,Park,5.4,4.5,5.0,6,565,1.3,2024-12-27,Medium
FAC00200,Pune,Bus Stand,3.7,6.7,4.1,2,109,4.3,2024-12-30,Medium
FAC00373,Kolkata,Railway Station,5.0,4.7,3.8,4,439,16.9,2024-10-02,Medium
FAC01409,Delhi,Bus Stand,5.8,4.2,5.4,0,528,8.8,2024-06-15,Low
FAC01024,Delhi,Hospital,6.6,7.3,3.5,5,408,12.4,2024-05-30,Medium
FAC00443,Mumbai,Hospital,9.5,2.8,5.3,3,216,24.3,2024-02-16,Low
FAC00190,Pune,Public Toilet,6.1,3.5,6.3,6,455,29.4,2024-02-08,Medium
FAC00137,Mumbai,Hospital,7.5,7.2,3.0,6,397,16.0,2024-02-28,Medium
FAC00719,Delhi,Market,9.8,4.3,8.2,4,100,0,2024-09-22,Medium
FAC00778,Bangalore,Railway Station,6.3,5.5,3.6,1,291,20.3,2024-09-08,Low
FAC00576,Mumbai,Railway Station,4.3,4.4,6.9,7,78,7.3,2024-11-03,Medium
FAC00737,Kolkata,Railway Station,5.5,4.9,8.7,4,201,27.5,2024-03-16,High
FAC00256,Mumbai,Public Toilet,9.4,6.7,4.8,5,122,21.1,2024-02-08,Medium
FAC01292,Bangalore,Market,4.6,2.8,4.8,3,405,17.4,2024-07-07,Medium
FAC00810,Delhi,Park,8.0,8.5,3.8,2,370,16.0,2024-05-24,Medium
FAC00435,Kolkata,Park,7.9,5.0,4.5,0,149,4.1,2024-01-14,Low
FAC00684,Kolkata,Park,6.3,5.1,1.0,0,625,9.2,2024-04-29,Low
FAC00569,Delhi,Market,4.2,4.4,2.9,5,584,20.9,2024-06-09,Medium
FAC00747,Bangalore,Park,8.8,5.8,3.1,2,311,0,2024-08-10,Low
FAC00517,Kolkata,Market,7.1,9.9,9.0,1,453,9.0,2024-08-05,Medium
FAC01464,Delhi,Public Toilet,5.6,4.5,5.2,2,222,,2024-04-05,Low
FAC01137,Delhi,Market,4.3,3.2,3.8,9,320,17.9,2024-01-21,Medium
FAC00354,Kolkata,Park,9.7,3.4,7.5,5,655,26.7,2024-10-23,Medium
FAC01166,Delhi,Park,6.6,5.8,2.5,0,477,18.2,2024-10-11,Low
FAC00018,Delhi,Bus Stand,2.5,6.3,8.0,6,364,,2024-02-17,High
FAC01472,Chennai,Railway Station,5.9,6.0,7.4,6,599,19.7,2024-04-16,High
FAC00518,Bangalore,Bus Stand,2.9,5.9,5.6,1,332,24.2,2024-07-02,High
FAC00750,Mumbai,Park,8.4,5.5,4.4,4,112,8.7,2024-02-13,Low
FAC00126,Bangalore,Public Toilet,3.2,2.5,6.1,4,544,29.3,2024-05-01,High
FAC00116,Kolkata,Bus Stand,6.7,2.4,7.4,5,247,20.2,2024-12-02,Medium
FAC00772,Mumbai,Public Toilet,7.2,2.4,3.0,8,459,7.6,2024-02-26,Low
FAC00520,Chennai,Railway Station,7.8,9.1,2.3,0,544,14.1,2024-05-31,Medium
FAC00187,Delhi,Railway Station,4.6,7.1,3.6,5,132,13.2,2024-06-12,Medium
FAC00591,Pune,Park,5.6,2.3,4.5,1,365,15.6,2024-11-06,Low
FAC00342,Chennai,Bus Stand,4.9,7.2,3.8,8,217,10.0,2024-01-16,Medium
FAC01225,Chennai,Market,7.4,6.3,3.6,7,191,9.4,2024-12-30,Low
FAC00768,Kolkata,Park,5.0,4.2,4.5,4,399,10.7,2024-02-13,Medium
FAC00628,Bangalore,Public Toilet,5.1,5.8,1.0,2,177,3.9,2024-04-11,Medium
FAC00236,Pune,Market,3.9,3.5,3.5,10,625,16.6,2024-04-06,Medium
FAC01359,Mumbai,Public Toilet,7.8,7.5,5.2,0,273,31.0,2024-04-24,Medium
FAC00833,Pune,Market,9.7,5.3,7.0,6,197,8.5,2024-02-21,Medium
FAC00656,Kolkata,Park,6.8,5.3,1.3,4,304,13.4,2024-05-22,Low
FAC00843,Mumbai,Bus Stand,4.4,6.6,3.6,2,25,22.1,2024-06-01,Medium
FAC00820,Pune,Park,4.3,7.6,3.0,3,491,5.5,2024-05-05,Medium
FAC01044,Kolkata,Railway Station,8.0,1.8,2.3,1,160,10.7,2024-10-12,Low
FAC00413,Chennai,Railway Station,5.0,7.1,2.4,0,370,18.4,2024-11-03,Medium
FAC00174,Bangalore,Hospital,5.8,3.1,6.4,2,399,15.5,2024-12-10,Medium
FAC00287,Chennai,Park,2.2,6.6,4.1,1,404,5.5,2024-07-09,High
FAC01104,Delhi,Hospital,5.5,6.3,7.1,3,477,14.2,2024-03-29,High
FAC00841,Mumbai,Market,6.9,2.0,5.0,0,261,32.5,2024-02-22,Low
FAC01072,Kolkata,Bus Stand,2.9,4.8,3.6,5,506,10.8,2024-11-20,Medium
FAC00536,Chennai,Railway Station,5.0,6.8,4.2,6,642,11.7,2024-07-31,Medium
FAC00350,Kolkata,Market,6.6,5.6,4.1,3,178,10.0,2024-10-05,Low
FAC00890,Pune,Hospital,3.7,7.8,0.8,5,397,19.2,2024-01-18,High
FAC00552,Chennai,Market,7.4,6.2,1.3,3,177,21.9,2024-06-30,Low
FAC00337,Chennai,Public Toilet,10,3.0,2.6,6,247,31.2,2024-08-16,Low
FAC00044,Chennai,Bus Stand,1.8,6.1,4.0,6,556,4.4,2024-04-22,High
FAC00612,Delhi,Railway Station,7.5,,8.0,8,307,5.3,2024-05-04,High
FAC00524,Chennai,Park,5.7,5.7,3.0,6,19,13.9,2024-05-29,Medium
FAC01242,Mumbai,Public Toilet,4.9,7.3,0,5,444,7.3,2024-03-25,Medium
FAC00967,Mumbai,Bus Stand,6.8,0.8,1.8,2,382,24.2,2024-10-15,Low
FAC01164,Kolkata,Public Toilet,3.2,4.1,6.9,3,189,29.2,2024-11-01,High
FAC00246,Delhi,Bus Stand,5.5,4.2,4.7,10,192,27.5,2024-01-27,Medium
FAC01436,Bangalore,Market,7.8,6.6,4.7,2,421,22.2,2024-12-09,Medium
FAC00942,Pune,Hospital,5.9,4.7,2.9,0,391,14.9,2024-10-12,Low
FAC00101,Kolkata,Hospital,5.6,4.2,7.8,7,137,24.0,2024-11-14,Medium
FAC00505,Bangalore,Park,8.7,8.3,5.6,0,199,10.0,2024-12-22,Medium
FAC00842,Chennai,Public Toilet,7.2,4.9,5.6,5,347,16.9,2024-02-21,Low
FAC01333,Mumbai,Public Toilet,7.1,8.7,2.2,8,313,21.0,2024-03-13,Medium
FAC00582,Pune,Railway Station,8.7,2.6,6.8,2,57,22.0,2024-03-23,Low
FAC00273,Bangalore,Railway Station,4.7,4.1,6.4,4,482,12.7,2024-12-04,Medium
FAC00329,Delhi,Park,7.0,7.8,3.1,6,141,6.0,2024-07-18,Medium
FAC01262,Pune,Market,5.3,3.8,3.1,5,612,18.6,2024-08-25,Medium
FAC01154,Chennai,Bus Stand,7.7,8.1,1.0,7,191,26.7,2024-08-25,Medium
FAC00421,Kolkata,Market,9.4,4.8,3.8,3,64,19.8,2024-01-26,Low
FAC00704,Mumbai,Hospital,4.7,6.8,8.1,6,229,7.8,2024-09-12,Low
FAC00776,Pune,Bus Stand,5.1,6.3,5.0,5,426,14.6,2024-12-24,Medium
FAC00949,Kolkata,Bus Stand,2.9,8.0,4.2,8,161,26.5,2024-03-26,High
FAC00303,Delhi,Public Toilet,6.3,4.2,7.8,0,433,14.7,2024-09-15,Medium
FAC00667,Delhi,Bus Stand,5.0,5.9,4.8,2,255,21.9,2024-10-04,Medium
FAC01226,Bangalore,Railway Station,8.6,8.8,6.7,0,589,16.0,2024-09-25,High
FAC00925,Chennai,Park,6.7,5.2,1.6,0,41,13.1,2024-04-20,Low
FAC00138,Delhi,Public Toilet,7.2,7.6,5.5,3,359,1.7,2024-09-08,Medium
FAC00395,Delhi,Park,7.8,9.2,3.1,4,269,2.7,2024-11-16,Medium
FAC01109,Kolkata,Park,10,3.1,6.3,0,239,0,2024-06-13,Low
FAC00133,Chennai,Park,7.8,4.2,7.0,3,0,14.3,2024-02-10,Low
FAC01075,Chennai,Market,8.1,6.1,7.0,8,346,0,2024-11-26,Medium
FAC01187,Bangalore,Bus Stand,5.3,3.8,3.5,3,306,6.6,2024-06-26,Low
FAC00717,Chennai,Public Toilet,6.7,2.1,2.7,7,218,8.3,2024-05-04,Medium
FAC00386,Kolkata,Railway Station,3.9,4.1,6.3,8,173,23.4,2024-07-14,High
FAC00310,Bangalore,Railway Station,8.9,7.3,8.5,5,269,9.8,2024-02-17,High
FAC00785,Bangalore,Bus Stand,6.3,5.6,2.1,2,687,15.0,2024-05-12,Low
FAC00618,Delhi,Bus Stand,5.7,8.7,4.1,2,388,24.4,2024-06-04,Medium
FAC00427,Chennai,Hospital,5.3,2.6,1.3,8,198,13.0,2024-01-28,Low
FAC01034,Kolkata,Bus Stand,7.7,5.3,3.2,5,222,8.8,2024-05-15,Low
FAC01454,Kolkata,Public Toilet,7.9,8.6,4.6,4,141,15.5,2024-07-13,Medium
FAC00314,Kolkata,Public Toilet,5.5,2.5,4.9,0,0,5.2,2024-12-24,Low
FAC00621,Kolkata,Public Toilet,4.9,2.7,6.6,2,23,18.1,2024-02-22,Medium
FAC00871,Chennai,Market,6.6,5.5,3.9,1,345,23.4,2024-06-20,Low
FAC00757,Mumbai,Park,8.1,5.5,6.6,3,608,25.2,2024-09-07,Medium
FAC00452,Delhi,Park,5.0,4.3,0,2,268,17.4,2024-09-09,Low
FAC00038,Chennai,Market,6.5,6.7,6.2,4,12,16.4,2024-12-22,Medium
FAC00973,Bangalore,Railway Station,0.1,2.8,6.5,2,434,26.0,2024-10-27,Medium
FAC01439,Chennai,Public Toilet,6.2,5.0,3.4,3,127,12.1,2024-05-09,Low
FAC00294,Pune,Market,6.2,7.5,4.2,4,265,3.9,2024-09-30,Medium
FAC01140,Delhi,Park,5.0,8.2,5.4,3,91,5.4,2024-05-09,High
FAC00062,Bangalore,Hospital,5.7,4.4,5.0,5,495,14.1,2024-12-27,Medium
FAC00558,Mumbai,Hospital,10,3.6,3.4,3,241,15.1,2024-01-16,Low
FAC01202,Delhi,Bus Stand,7.5,5.7,2.9,7,385,9.2,2024-02-21,Low
FAC00563,Bangalore,Hospital,4.6,,7.5,3,54,31.6,2024-07-06,High
FAC01144,Bangalore,Park,3.8,9.4,4.1,0,194,14.4,2024-12-07,High
FAC00087,Bangalore,Park,3.6,6.2,3.3,0,486,0,2024-10-14,Medium
FAC00157,Chennai,Bus Stand,4.5,3.4,5.2,2,302,,2024-06-09,Medium
FAC00404,Pune,Bus Stand,5.6,6.3,3.6,3,180,14.5,2024-08-12,Medium
FAC00240,Pune,Hospital,5.2,4.3,3.7,7,404,27.9,2024-11-28,Medium
FAC00393,Kolkata,Bus Stand,5.3,4.1,3.1,7,378,5.9,2024-01-01,Low
FAC01350,Mumbai,Park,7.7,1.6,2.4,0,150,3.5,2024-08-21,Low
FAC00472,Kolkata,Hospital,7.0,5.2,7.6,7,340,6.3,2024-03-12,Medium
FAC00821,Chennai,Hospital,10,5.6,4.3,5,269,15.8,2024-08-26,Low
FAC00980,Bangalore,Park,5.3,6.9,1.7,2,156,10.4,2024-04-05,Medium
FAC00378,Chennai,Park,6.9,6.0,7.0,3,635,14.7,2024-06-10,Medium
FAC01375,Bangalore,Railway Station,6.5,4.3,5.1,1,519,14.1,2024-11-18,Low
FAC00416,Kolkata,Bus Stand,10,5.6,5.0,6,371,0,2024-10-19,Low
FAC01190,Mumbai,Park,7.8,3.3,8.3,3,392,6.8,2024-10-05,Medium
FAC00058,Mumbai,Public Toilet,6.5,6.6,7.2,4,254,35.4,2024-09-08,High
FAC00514,Chennai,Market,4.8,7.0,5.3,6,302,21.2,2024-08-26,High
FAC01153,Delhi,Park,3.5,4.0,3.8,6,377,6.9,2024-04-07,Medium
FAC01423,Delhi,Hospital,3.8,3.4,5.5,4,250,16.4,2024-08-16,Medium
FAC00788,Bangalore,Public Toilet,6.0,3.4,3.2,2,595,19.2,2024-03-31,Low
FAC00992,Chennai,Bus Stand,4.6,5.7,1.5,4,208,0,2024-02-19,Medium
FAC00208,Mumbai,Market,9.6,7.0,5.5,0,407,19.2,2024-07-12,Medium
FAC00724,Mumbai,Public Toilet,7.1,4.5,4.1,6,295,21.2,2024-02-21,Low
FAC00155,Bangalore,Hospital,4.4,4.1,2.2,3,152,10.5,2024-10-25,Medium
FAC01014,Pune,Market,8.4,8.8,4.5,4,450,2.1,2024-10-24,Medium
FAC00402,Mumbai,Public Toilet,9.2,2.8,4.8,5,224,8.7,2024-05-04,Low
FAC00926,Pune,Park,9.3,6.1,0,11,376,15.5,2024-10-21,Medium
FAC00998,Chennai,Park,4.6,3.4,5.3,0,193,20.5,2024-04-01,Medium
FAC00693,Bangalore,Market,9.6,3.2,1.9,4,309,7.4,2024-12-30,Low
FAC00555,Mumbai,Public Toilet,9.0,3.2,6.5,2,558,15.0,2024-12-12,Low
FAC00254,Kolkata,Public Toilet,6.9,3.8,3.8,0,388,29.4,2024-07-21,Low
FAC00922,Bangalore,Public Toilet,6.9,10,10,3,627,15.6,2024-04-30,High
FAC00030,Mumbai,Market,8.2,9.5,5.0,0,194,2.6,2024-07-14,Medium
FAC00123,Kolkata,Bus Stand,8.4,6.1,1.2,9,273,4.6,2024-08-18,Low
FAC01354,Pune,Bus Stand,3.3,6.6,2.8,10,288,4.4,2024-07-04,High
FAC00544,Delhi,Park,8.8,2.7,3.9,1,223,2.8,2024-01-07,Low
FAC00163,Mumbai,Hospital,8.7,7.5,4.6,4,414,10.8,2024-08-29,Medium
FAC00042,Delhi,Hospital,5.2,4.3,6.1,5,300,21.0,2024-12-21,Medium
FAC01494,Kolkata,Hospital,3.9,1.8,4.3,1,269,10.8,2024-05-10,Medium
FAC00306,Kolkata,Bus Stand,6.0,8.1,7.2,8,521,21.8,2024-04-11,High
FAC00481,Mumbai,Railway Station,3.7,5.0,4.7,8,197,3.8,2024-11-09,Medium
