facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,inspection_date
FAC0081,Kolkata,Park,4.5,3.6,9.5,Yes,356,6,2024-02-05
FAC0017,Kolkata,Market,3.0,5.4,7.6,Yes,618,4,2024-01-21
FAC0243,Mumbai,Market,5.6,5.9,4.4,Yes,533,2,2024-02-23
FAC0234,Bangalore,Market,4.6,2.8,6.5,Partial,249,0,2024-12-09
FAC0109,Kolkata,Public Toilet,4.4,3.7,6.5,Yes,254,0,2024-07-17
FAC0061,Bangalore,Railway Station,5.2,,6.2,Partial,364,2,2024-05-27
FAC0482,Bangalore,Hospital,7.3,5.5,1.3,Yes,219,9,2024-07-07
FAC0263,Bangalore,Park,9.3,6.6,5.8,No,589,7,2024-04-09
FAC0362,Delhi,Public Toilet,,7.1,6.2,Yes,291,1,2024-11-23
FAC0235,Bangalore,Park,6.2,6.7,3.0,Yes,139,5,2024-02-15
FAC0249,Chennai,Bus Stand,4.1,3.3,1.1,Yes,107,,2024-09-25
FAC0066,Delhi,Park,8.8,6.0,3.0,Yes,136,0,2024-06-07
FAC0422,Chennai,Park,7.9,4.3,2.2,Partial,179,4,2024-01-25
FAC0074,Mumbai,Railway Station,5.3,6.2,3.5,Yes,40,2,2024-01-09
FAC0084,Kolkata,Hospital,6.7,5.0,5.9,Partial,395,4,2024-08-08
FAC0214,Mumbai,Market,10.1,7.6,7.3,Yes,224,6,2024-01-06
FAC0251,Kolkata,Park,8.9,6.5,6.9,No,543,4,2024-07-25
FAC0226,Bangalore,Public Toilet,8.4,3.6,7.8,Yes,266,7,2024-06-13
FAC0423,Delhi,Railway Station,5.5,10.4,3.5,Partial,239,2,2024-06-11
FAC0435,Kolkata,Railway Station,11,2.8,3.8,Yes,183,7,2024-03-24
FAC0256,Chennai,Public Toilet,8.0,8.9,2.6,Partial,526,,2024-10-10
FAC0300,Bangalore,Bus Stand,5.2,6.7,3.4,Yes,199,4,2024-03-20
FAC0136,Bangalore,Park,6.7,6.4,9.9,No,442,8,2024-04-21
FAC0203,Bangalore,Market,3.8,5.2,4.1,Yes,757,9,2024-02-01
FAC0266,Delhi,Bus Stand,4.0,2.0,4.0,Yes,139,5,2024-11-12
FAC0287,Delhi,Hospital,4.9,1.3,3.8,No,267,2,2024-08-31
FAC0302,Kolkata,Railway Station,5.6,2.8,6.7,Yes,553,5,2024-03-02
FAC0477,Chennai,Railway Station,7.5,7.4,8.0,No,512,6,2024-02-17
FAC0270,Pune,Hospital,5.1,6.8,6.5,Yes,356,4,2024-08-18
FAC0347,Delhi,Railway Station,7.0,4.6,6.4,No,324,6,2024-03-08
FAC0190,Mumbai,Railway Station,7.1,6.5,4.0,Partial,134,5,2024-04-20
FAC0040,Kolkata,Hospital,6.3,6.2,3.1,Yes,419,0,2024-09-16
FAC0476,Kolkata,Railway Station,6.2,4.4,5.0,No,307,2,2024-01-19
FAC0443,Bangalore,Park,6.4,4.7,2.3,No,305,1,2024-02-05
FAC0244,Kolkata,Hospital,4.1,4.3,3.3,Yes,94,4,2024-10-07
FAC0067,Chennai,Public Toilet,3.9,3.9,6.1,No,367,4,2024-09-03
FAC0368,Delhi,Public Toilet,6.6,7.6,-0.2,Yes,311,4,2024-02-14
FAC0032,Kolkata,Park,10.5,1.5,1.5,No,118,0,2024-05-12
FAC0442,Mumbai,Bus Stand,6.6,8.4,-0.8,No,323,6,2024-12-26
FAC0042,Chennai,Market,4.0,2.5,5.9,Yes,250,6,2024-06-21
FAC0211,Mumbai,Public Toilet,8.2,8.0,5.2,Partial,356,8,2024-03-21
FAC0218,Bangalore,Hospital,,5.2,6.1,Yes,151,6,2024-09-02
FAC0365,Bangalore,Park,6.3,,3.0,Yes,277,5,2024-03-25
FAC0479,Delhi,Market,4.8,1.8,7.8,Yes,336,0,2024-08-20
FAC0051,Chennai,Public Toilet,4.0,4.7,8.0,Yes,147,8,2024-07-25
FAC0403,Mumbai,Market,4.4,3.9,5.9,Yes,338,7,2024-04-19
FAC0185,Bangalore,Hospital,7.4,4.8,3.0,Yes,377,2,2024-01-05
FAC0099,Bangalore,Public Toilet,4.9,6.5,3.0,Yes,405,3,2024-08-29
FAC0299,Pune,Hospital,6.7,7.2,7.0,Yes,250,3,2024-06-09
FAC0265,Bangalore,Market,6.2,4.4,5.6,Yes,408,4,2024-09-26
FAC0168,Pune,Market,5.9,7.3,4.1,No,353,4,2024-08-25
FAC0054,Mumbai,Bus Stand,5.9,4.0,7.5,Yes,220,1,2024-09-20
FAC0127,Pune,Hospital,4.8,3.1,3.4,Yes,237,3,2024-09-02
FAC0405,Kolkata,Market,6.6,5.2,4.3,Yes,301,8,2024-03-14
FAC0438,Delhi,Bus Stand,8.0,6.2,3.5,Yes,263,,2024-08-08
FAC0194,Pune,Public Toilet,10.3,5.6,4.0,No,292,5,2024-10-17
FAC0426,Kolkata,Hospital,6.3,7.3,3.2,Yes,262,0,2024-02-17
FAC0072,Delhi,Railway Station,4.8,8.0,6.5,Partial,475,1,2024-04-18
FAC0345,Kolkata,Hospital,5.8,3.6,2.4,Yes,230,6,2024-06-07
FAC0406,Pune,Railway Station,5.2,3.5,4.2,Yes,268,3,2024-01-03
FAC0367,Kolkata,Railway Station,7.3,7.2,5.9,Yes,323,3,2024-06-16
FAC0342,Mumbai,Railway Station,8.5,7.4,2.1,Yes,477,3,2024-08-22
FAC0444,Chennai,Hospital,5.6,5.3,4.8,No,229,1,2024-03-27
FAC0154,Kolkata,Park,6.9,5.5,6.6,No,633,7,2024-11-28
FAC0180,Mumbai,Bus Stand,6.0,8.9,3.6,Yes,600,3,2024-12-12
FAC0120,Bangalore,Market,6.5,2.4,2.1,No,295,4,2024-01-27
FAC0305,Kolkata,Market,7.2,4.5,5.6,No,66,4,2024-06-02
FAC0274,Bangalore,Bus Stand,6.4,5.5,-0.3,Yes,377,10,2024-12-09
FAC0341,Kolkata,Hospital,5.1,5.2,5.9,Partial,337,3,2024-02-25
FAC0463,Delhi,Railway Station,9.6,2.3,2.2,Yes,480,11,2024-05-02
FAC0473,Delhi,Hospital,5.1,6.9,3.8,Partial,266,6,2024-01-24
FAC0290,Delhi,Public Toilet,11,,8.9,No,299,4,2024-06-10
FAC0298,Chennai,Park,,4.0,4.7,Yes,461,3,2024-04-22
FAC0382,Kolkata,Market,9.4,3.9,2.8,No,144,2,2024-09-13
FAC0121,Kolkata,Park,7.3,7.9,6.8,Partial,379,2,2024-07-06
FAC0174,Mumbai,Bus Stand,4.3,4.7,5.4,No,228,4,2024-10-11
FAC0233,Bangalore,Hospital,5.6,1.4,4.1,Yes,381,8,2024-05-31
FAC0003,Bangalore,Park,6.5,6.1,3.4,No,319,6,2024-05-28
FAC0378,Pune,Bus Stand,6.6,3.9,5.0,Partial,212,3,2024-08-10
FAC0294,Mumbai,Park,10.4,7.4,5.0,No,162,1,2024-04-13
FAC0153,Kolkata,Park,6.2,5.7,4.0,Yes,117,9,2024-04-08
FAC0230,Kolkata,Bus Stand,5.6,,2.0,Yes,281,7,2024-11-03
FAC0413,Delhi,Railway Station,5.3,6.1,9.3,Partial,140,6,2024-12-22
FAC0468,Delhi,Park,6.5,4.1,0.9,Yes,9,5,2024-07-07
FAC0436,Mumbai,Bus Stand,7.8,6.3,5.8,Yes,353,0,2024-08-01
FAC0025,Delhi,Bus Stand,7.7,,2.4,Yes,564,1,2024-10-24
FAC0064,Bangalore,Hospital,5.6,4.7,4.3,Yes,426,3,2024-02-24
FAC0182,Kolkata,Public Toilet,3.7,8.1,1.4,Yes,280,0,2024-04-18
FAC0260,Kolkata,Market,6.0,,1.9,No,154,0,2024-01-28
FAC0322,Mumbai,Public Toilet,5.5,4.8,5.5,Partial,320,2,2024-04-08
FAC0428,Kolkata,Park,,9.6,2.8,Yes,109,6,2024-10-14
FAC0191,Mumbai,Public Toilet,8.2,4.9,3.7,No,530,1,2024-03-20
FAC0031,Pune,Public Toilet,9.3,3.0,7.4,Yes,128,7,2024-12-07
FAC0375,Bangalore,Park,4.6,2.6,2.3,No,268,4,2024-08-10
FAC0057,Chennai,Hospital,5.8,8.5,2.3,No,387,4,2024-07-31
FAC0259,Pune,Park,5.7,4.5,3.2,Yes,212,5,2024-06-29
FAC0217,Kolkata,Public Toilet,3.8,10.4,7.2,No,154,5,2024-10-03
FAC0450,Chennai,Market,6.6,4.4,4.0,Yes,163,6,2024-01-24
FAC0492,Kolkata,Public Toilet,6.9,4.0,5.4,Yes,275,8,2024-03-23
FAC0397,Pune,Market,6.2,8.6,6.9,Partial,189,2,2024-07-15
FAC0124,Bangalore,Hospital,4.5,7.5,2.3,Partial,0,5,2024-11-18
FAC0133,Delhi,Park,5.3,5.8,5.5,No,3000,1,2024-07-26
FAC0304,Chennai,Market,7.5,6.3,7.8,Yes,199,6,2024-04-30
FAC0445,Mumbai,Railway Station,8.1,5.2,-1.1,Yes,42,4,2024-07-23
FAC0408,Chennai,Bus Stand,6.4,7.9,8.7,Yes,224,2,2024-10-02
FAC0015,Mumbai,Public Toilet,5.2,3.5,5.5,Yes,306,5,2024-08-20
FAC0012,Kolkata,Park,4.7,5.7,6.0,Yes,286,2,2024-10-03
FAC0082,Delhi,Hospital,6.8,5.2,4.1,Partial,334,7,2024-01-27
FAC0326,Mumbai,Bus Stand,6.2,5.7,5.0,Yes,231,4,2024-07-06
FAC0388,Mumbai,Railway Station,4.9,10.7,3.9,Partial,379,3,2024-04-17
FAC0175,Delhi,Market,6.2,6.7,6.2,Yes,125,7,2024-12-29
FAC0446,Bangalore,Market,8.4,3.1,-0.2,No,215,3,2024-01-28
FAC0160,Delhi,Hospital,5.9,4.0,5.8,Yes,428,4,2024-07-27
FAC0283,Kolkata,Railway Station,3.7,8.6,2.5,Yes,285,0,2024-04-18
FAC0262,Pune,Park,7.0,7.7,1.8,Partial,162,6,2024-12-16
FAC0048,Delhi,Bus Stand,7.0,7.3,-0.5,Yes,375,3,2024-08-14
FAC0110,Kolkata,Public Toilet,5.5,5.4,6.2,No,345,8,2024-12-31
FAC0146,Delhi,Market,8.2,7.7,3.1,No,224,3,2024-04-07
FAC0277,Mumbai,Railway Station,6.5,6.9,4.3,Yes,139,7,2024-11-06
FAC0329,Pune,Bus Stand,4.4,4.6,4.4,Partial,44,1,2024-03-21
FAC0065,Delhi,Market,,4.4,6.3,No,294,3,2024-05-26
FAC0379,Pune,Railway Station,,5.3,2.5,Yes,184,4,2024-05-24
FAC0369,Bangalore,Market,7.1,4.9,4.9,Yes,53,1,2024-03-01
FAC0372,Pune,Market,6.2,4.2,3.2,Yes,248,0,2024-12-23
FAC0200,Chennai,Hospital,5.3,6.3,5.0,Yes,202,1,2024-07-20
FAC0172,Pune,Bus Stand,5.7,6.4,8.0,Yes,62,1,2024-11-23
FAC0276,Mumbai,Railway Station,7.7,2.4,1.3,Yes,166,4,2024-03-27
FAC0019,Mumbai,Market,4.8,3.7,6.7,Partial,409,3,2024-11-09
FAC0044,Delhi,Hospital,8.9,2.4,5.0,No,317,2,2024-08-05
FAC0155,Mumbai,Public Toilet,5.0,6.6,1.4,Yes,332,9,2024-04-27
FAC0452,Pune,Public Toilet,7.8,6.2,3.7,Yes,432,4,2024-10-28
FAC0102,Delhi,Park,9.0,2.9,6.1,Yes,159,,2024-01-23
FAC0398,Pune,Market,3.5,7.3,6.4,Yes,236,6,2024-08-23
FAC0208,Kolkata,Railway Station,6.5,6.3,-4.2,Yes,477,6,2024-07-17
FAC0333,Delhi,Bus Stand,6.4,7.2,1.9,Yes,216,3,2024-10-31
FAC0401,Bangalore,Hospital,7.4,5.8,5.6,No,91,9,2024-01-10
FAC0416,Bangalore,Park,5.2,7.6,5.0,Yes,233,0,2024-09-20
FAC0473,Delhi,Hospital,5.1,6.9,3.8,Partial,266,6,2024-01-24
FAC0487,Bangalore,Bus Stand,11,6.3,6.2,Yes,287,3,2024-11-04
FAC0358,Pune,Park,9.0,6.4,2.9,Yes,448,4,2024-03-31
FAC0227,Bangalore,Hospital,4.3,6.9,5.1,No,395,3,2024-03-10
FAC0334,Pune,Railway Station,3.6,9.0,5.4,No,344,4,2024-04-26
FAC0317,Mumbai,Bus Stand,7.9,5.2,6.2,Yes,413,4,2024-01-17
FAC0404,Mumbai,Park,1.8,5.8,5.2,Yes,398,6,2024-11-19
FAC0320,Pune,Park,5.7,4.0,4.3,Yes,399,9,2024-05-21
FAC0279,Chennai,Park,6.6,6.0,4.2,Partial,617,0,2024-09-18
FAC0455,Mumbai,Park,6.2,6.1,5.3,Yes,138,3,2024-05-08
FAC0106,Chennai,Railway Station,10.0,7.8,4.1,No,119,7,2024-05-30
FAC0330,Kolkata,Park,8.1,3.8,5.2,Yes,0,0,2024-10-06
FAC0229,Mumbai,Hospital,8.2,5.9,3.4,No,247,1,2024-03-24
FAC0207,Mumbai,Market,6.8,3.7,2.1,Partial,252,1,2024-08-29
FAC0495,Chennai,Railway Station,,8.0,6.6,Yes,299,2,2024-03-02
FAC0076,Kolkata,Railway Station,7.0,0.5,6.0,Yes,590,3,2024-03-16
FAC0472,Mumbai,Railway Station,,6.9,4.3,No,420,2,2024-12-17
FAC0313,Kolkata,Hospital,,4.2,2.9,Yes,453,1,2024-08-28
FAC0271,Pune,Market,6.2,5.7,3.2,Partial,135,8,2024-11-06
FAC0461,Kolkata,Hospital,5.6,5.5,3.0,Partial,130,3,2024-04-30
FAC0144,Kolkata,Hospital,5.8,6.1,3.0,Yes,481,3,2024-12-13
FAC0424,Kolkata,Bus Stand,11.2,3.7,5.3,Yes,263,3,2024-01-13
FAC0005,Kolkata,Hospital,6.6,7.7,3.9,Partial,639,4,2024-10-17
FAC0177,Kolkata,Public Toilet,6.2,8.0,7.2,Yes,289,4,2024-01-17
FAC0466,Chennai,Hospital,5.2,2.2,6.7,No,498,0,2024-06-16
FAC0161,Mumbai,Public Toilet,8.4,6.9,1.3,No,149,7,2024-12-16
FAC0381,Chennai,Bus Stand,5.6,9.4,4.7,Yes,316,7,2024-12-22
FAC0370,Bangalore,Bus Stand,5.8,6.0,5.4,Partial,235,3,2024-03-28
FAC0156,Delhi,Hospital,8.2,7.2,2.9,Yes,502,1,2024-04-16
FAC0448,Chennai,Park,8.9,5.4,6.5,Partial,0,1,2024-08-23
FAC0284,Delhi,Bus Stand,6.7,7.0,7.0,Yes,217,1,2024-07-29
FAC0359,Chennai,Hospital,2.8,3.3,6.0,Yes,369,8,2024-06-17
FAC0349,Chennai,Hospital,15,4.5,2.6,Yes,410,4,2024-04-14
FAC0454,Chennai,Hospital,5.4,7.5,1.3,Partial,326,6,2024-10-23
FAC0206,Kolkata,Park,6.5,5.5,6.3,No,426,1,2024-10-05
FAC0215,Bangalore,Bus Stand,6.5,6.2,4.5,Yes,371,7,2024-09-02
FAC0152,Chennai,Bus Stand,5.4,6.3,3.2,Yes,477,4,2024-01-04
FAC0499,Delhi,Market,5.3,7.5,6.3,No,373,1,2024-07-28
FAC0267,Kolkata,Market,9.9,5.4,4.8,Yes,297,0,2024-02-28
FAC0449,Mumbai,Public Toilet,7.7,8.1,5.3,Yes,0,2,2024-10-19
FAC0339,Chennai,Public Toilet,7.7,4.8,4.0,Yes,219,,2024-02-26
FAC0410,Delhi,Market,5.6,6.1,4.0,Partial,0,4,2024-11-19
FAC0366,Kolkata,Park,2.9,3.4,6.4,Yes,263,1,2024-04-20
FAC0202,Chennai,Railway Station,,1.7,5.5,Yes,425,7,2024-05-07
FAC0324,Kolkata,Bus Stand,5.7,6.6,5.0,Yes,379,0,2024-07-05
FAC0032,Kolkata,Park,10.5,1.5,1.5,No,118,0,2024-05-12
FAC0030,Delhi,Public Toilet,5.3,11.0,6.3,Partial,334,3,2024-12-01
