facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,inspection_date
FAC0297,Chennai,Market,5.3,4.8,3.6,Yes,339.0,1.0,2024-08-14
FAC0298,Chennai,Park,6.5,4.0,4.7,Yes,461.0,3.0,2024-04-22
FAC0299,Pune,Hospital,6.7,7.2,7.0,Yes,250.0,3.0,2024-06-09
FAC0300,Bangalore,Bus Stand,5.2,6.7,3.4,Yes,199.0,4.0,2024-03-20
FAC0301,Mumbai,Public Toilet,8.9,4.1,2.9,Partial,122.0,9.0,2024-04-03
FAC0302,Kolkata,Railway Station,5.6,2.8,6.7,Yes,553.0,5.0,2024-03-02
FAC0303,Pune,Park,3.8,6.3,6.0,Partial,307.0,6.0,2024-04-04
FAC0304,Chennai,Market,7.5,6.3,7.8,Yes,199.0,6.0,2024-04-30
FAC0305,Kolkata,Market,7.2,4.5,5.6,No,66.0,4.0,2024-06-02
FAC0306,Bangalore,Park,5.4,5.9,4.0,Yes,280.0,3.0,2024-10-13
FAC0307,Kolkata,Railway Station,5.5,7.2,2.5,Partial,482.0,5.0,2024-08-16
FAC0308,Mumbai,Market,8.7,3.8,2.9,Yes,445.0,0.0,2024-06-24
FAC0309,Delhi,Railway Station,5.9,7.0,4.2,Yes,514.0,7.0,2024-03-05
FAC0310,Pune,Bus Stand,4.5,3.0,0.1,Yes,336.0,6.0,2024-02-12
FAC0311,Mumbai,Railway Station,5.9,5.5,6.5,Yes,237.0,4.0,2024-06-15
FAC0312,Chennai,Market,8.0,8.0,4.1,Yes,222.0,3.0,2024-08-10
FAC0313,Kolkata,Hospital,6.5,4.2,2.9,Yes,453.0,1.0,2024-08-28
FAC0314,Kolkata,Public Toilet,7.1,4.6,2.1,No,221.0,8.0,2024-08-11
FAC0315,Chennai,Bus Stand,8.0,8.3,2.8,Yes,393.0,7.0,2024-09-29
FAC0316,Bangalore,Market,7.7,5.8,5.3,Yes,247.0,4.0,2024-09-30
FAC0317,Mumbai,Bus Stand,7.9,5.2,6.2,Yes,413.0,4.0,2024-01-17
FAC0318,Bangalore,Public Toilet,7.5,8.2,-0.0,Yes,284.0,6.0,2024-12-31
FAC0319,Delhi,Market,6.8,3.4,4.5,No,260.0,3.0,2024-01-22
FAC0320,Pune,Park,5.7,4.0,4.3,Yes,399.0,9.0,2024-05-21
FAC0321,Kolkata,Public Toilet,5.4,6.4,7.3,No,261.0,3.0,2024-11-16
FAC0322,Mumbai,Public Toilet,5.5,4.8,5.5,Partial,320.0,2.0,2024-04-08
FAC0323,Mumbai,Hospital,4.4,7.7,4.5,No,342.0,0.0,2024-11-02
FAC0324,Kolkata,Bus Stand,5.7,6.6,5.0,Yes,379.0,0.0,2024-07-05
FAC0325,Kolkata,Bus Stand,6.2,6.2,8.5,Yes,243.0,0.0,2024-02-04
FAC0326,Mumbai,Bus Stand,6.2,5.7,5.0,Yes,231.0,4.0,2024-07-06
FAC0327,Delhi,Park,6.4,5.2,7.3,Yes,195.0,0.0,2024-11-11
FAC0328,Bangalore,Park,7.0,6.2,4.7,Yes,392.0,4.0,2024-10-18
FAC0329,Pune,Bus Stand,4.4,4.6,4.4,Partial,44.0,1.0,2024-03-21
FAC0330,Kolkata,Park,8.1,3.8,5.2,Yes,0.0,0.0,2024-10-06
FAC0331,Delhi,Market,6.5,1.0,4.4,Unknown,675.5,4.0,2024-04-23
FAC0332,Delhi,Railway Station,6.5,9.2,5.1,Yes,456.0,2.0,2024-10-25
FAC0333,Delhi,Bus Stand,6.4,7.2,1.9,Yes,216.0,3.0,2024-10-31
FAC0334,Pune,Railway Station,3.6,9.0,5.4,No,344.0,4.0,2024-04-26
FAC0335,Pune,Hospital,8.9,1.8,2.4,Yes,141.0,3.0,2024-07-20
FAC0336,Chennai,Park,7.0,4.7,4.1,No,262.0,6.0,2024-09-13
FAC0337,Chennai,Hospital,7.2,6.3,2.1,Partial,236.0,5.0,2024-02-15
FAC0338,Mumbai,Hospital,8.8,3.9,5.6,Yes,213.0,7.0,2024-03-15
FAC0339,Chennai,Public Toilet,7.7,4.8,4.0,Yes,219.0,4.0,2024-02-26
FAC0340,Bangalore,Market,6.9,3.7,4.9,Partial,344.0,7.0,2024-07-11
FAC0341,Kolkata,Hospital,5.1,5.2,5.9,Partial,337.0,3.0,2024-02-25
FAC0342,Mumbai,Railway Station,8.5,7.4,2.1,Yes,477.0,3.0,2024-08-22
FAC0343,Kolkata,Hospital,7.8,5.7,2.6,No,275.0,3.0,2024-02-01
FAC0344,Pune,Railway Station,6.2,8.5,1.3,Yes,643.0,1.0,2024-12-13
FAC0345,Kolkata,Hospital,5.8,3.6,2.4,Yes,230.0,6.0,2024-06-07
FAC0346,Pune,Hospital,5.6,9.0,1.6,No,675.5,3.0,2024-03-01
FAC0347,Delhi,Railway Station,7.0,4.6,6.4,No,324.0,6.0,2024-03-08
FAC0348,Delhi,Public Toilet,6.5,5.7,1.5,Yes,137.0,1.0,2024-11-05
FAC0349,Chennai,Hospital,6.5,4.5,2.6,Yes,410.0,4.0,2024-04-14
FAC0350,Mumbai,Bus Stand,6.9,5.5,1.7,Partial,167.0,4.0,2024-06-09
FAC0351,Chennai,Park,8.7,4.5,1.4,Yes,251.0,0.0,2024-10-12
FAC0352,Chennai,Park,6.2,6.0,4.5,Yes,261.0,6.0,2024-09-21
FAC0353,Delhi,Market,7.4,3.6,4.3,Partial,227.0,8.0,2024-04-13
FAC0354,Chennai,Public Toilet,5.4,5.5,7.9,Yes,284.0,2.0,2024-09-18
FAC0355,Kolkata,Bus Stand,5.2,6.9,5.1,Partial,0.0,8.0,2024-08-16
FAC0356,Bangalore,Hospital,3.9,5.5,8.8,Yes,675.5,4.0,2024-10-28
FAC0357,Pune,Market,4.6,6.1,4.3,Partial,289.0,3.0,2024-01-17
FAC0358,Pune,Park,9.0,6.4,2.9,Yes,448.0,4.0,2024-03-31
FAC0359,Chennai,Hospital,2.8,3.3,6.0,Yes,369.0,8.0,2024-06-17
FAC0360,Kolkata,Market,4.5,2.5,4.0,Partial,482.0,5.0,2024-12-27
FAC0361,Bangalore,Market,5.3,4.4,4.5,Yes,222.0,7.0,2024-05-28
FAC0362,Delhi,Public Toilet,6.5,7.1,6.2,Yes,291.0,1.0,2024-11-23
FAC0363,Delhi,Hospital,5.9,9.0,3.6,Yes,466.0,4.0,2024-06-22
FAC0364,Pune,Market,5.6,8.6,2.5,Yes,90.0,4.0,2024-09-23
FAC0365,Bangalore,Park,6.3,5.5,3.0,Yes,277.0,5.0,2024-03-25
FAC0366,Kolkata,Park,2.9,3.4,6.4,Yes,263.0,1.0,2024-04-20
FAC0367,Kolkata,Railway Station,7.3,7.2,5.9,Yes,323.0,3.0,2024-06-16
FAC0368,Delhi,Public Toilet,6.6,7.6,4.5,Yes,311.0,4.0,2024-02-14
FAC0369,Bangalore,Market,7.1,4.9,4.9,Yes,53.0,1.0,2024-03-01
FAC0370,Bangalore,Bus Stand,5.8,6.0,5.4,Partial,235.0,3.0,2024-03-28
FAC0371,Mumbai,Railway Station,5.3,4.3,3.4,No,327.0,4.0,2024-12-19
FAC0372,Pune,Market,6.2,4.2,3.2,Yes,248.0,0.0,2024-12-23
FAC0373,Chennai,Public Toilet,3.9,6.3,3.9,Yes,137.0,5.0,2024-06-15
FAC0374,Chennai,Market,6.2,7.7,5.0,Yes,12.0,4.0,2024-02-24
FAC0375,Bangalore,Park,4.6,2.6,2.3,No,268.0,4.0,2024-08-10
FAC0376,Kolkata,Railway Station,7.8,4.1,4.1,Yes,284.0,0.0,2024-06-06
FAC0377,Chennai,Public Toilet,4.3,3.7,1.2,Unknown,141.0,0.0,2024-03-16
FAC0378,Pune,Bus Stand,6.6,3.9,5.0,Partial,212.0,3.0,2024-08-10
FAC0379,Pune,Railway Station,6.5,5.3,2.5,Yes,184.0,4.0,2024-05-24
FAC0380,Mumbai,Bus Stand,6.0,3.1,5.7,Yes,263.0,1.0,2024-07-03
FAC0381,Chennai,Bus Stand,5.6,9.4,4.7,Yes,316.0,7.0,2024-12-22
FAC0382,Kolkata,Market,9.4,3.9,2.8,No,144.0,2.0,2024-09-13
FAC0383,Bangalore,Market,8.6,4.3,5.1,No,308.0,3.0,2024-05-23
FAC0384,Chennai,Park,5.7,9.2,6.7,Yes,306.0,8.0,2024-06-24
FAC0385,Kolkata,Public Toilet,4.4,6.0,1.0,No,346.0,0.0,2024-05-13
FAC0386,Mumbai,Hospital,6.5,4.3,4.7,Yes,230.0,1.0,2024-05-09
FAC0387,Delhi,Park,5.8,9.4,5.6,Yes,306.0,8.0,2024-09-27
FAC0388,Mumbai,Railway Station,4.9,5.5,3.9,Partial,379.0,3.0,2024-04-17
FAC0389,Kolkata,Hospital,6.8,4.9,4.1,Yes,576.0,5.0,2024-08-30
FAC0390,Bangalore,Bus Stand,8.1,3.4,4.1,Yes,446.0,2.0,2024-08-09
FAC0391,Kolkata,Hospital,7.5,4.1,4.4,Partial,367.0,0.0,2024-04-02
FAC0392,Bangalore,Park,8.5,5.8,4.5,Yes,367.0,4.0,2024-02-17
FAC0393,Mumbai,Park,4.6,2.3,7.5,Yes,234.0,7.0,2024-04-04
FAC0394,Bangalore,Railway Station,7.8,0.9,5.6,No,406.0,2.0,2024-02-01
FAC0395,Chennai,Market,6.2,6.1,6.2,No,267.0,11.0,2024-11-10
FAC0396,Pune,Public Toilet,6.5,8.2,2.7,Unknown,355.0,4.0,2024-01-20
FAC0397,Pune,Market,6.2,8.6,6.9,Partial,189.0,2.0,2024-07-15
FAC0398,Pune,Market,3.5,7.3,6.4,Yes,236.0,6.0,2024-08-23
FAC0399,Bangalore,Hospital,7.2,7.9,7.7,Yes,255.0,1.0,2024-04-08
FAC0400,Mumbai,Hospital,2.9,7.0,4.5,No,472.0,5.0,2024-01-29
FAC0401,Bangalore,Hospital,7.4,5.8,5.6,No,91.0,9.0,2024-01-10
FAC0402,Chennai,Park,5.2,8.5,5.5,Yes,511.0,4.0,2024-02-24
FAC0403,Mumbai,Market,4.4,3.9,5.9,Yes,338.0,7.0,2024-04-19
FAC0404,Mumbai,Park,2.5,5.8,5.2,Yes,398.0,6.0,2024-11-19
FAC0405,Kolkata,Market,6.6,5.2,4.3,Yes,301.0,8.0,2024-03-14
FAC0406,Pune,Railway Station,5.2,3.5,4.2,Yes,268.0,3.0,2024-01-03
FAC0407,Kolkata,Bus Stand,8.4,5.5,7.5,Partial,269.0,0.0,2024-08-30
FAC0408,Chennai,Bus Stand,6.4,7.9,8.7,Yes,224.0,2.0,2024-10-02
FAC0409,Delhi,Bus Stand,7.0,3.3,8.0,No,512.0,1.0,2024-07-30
FAC0410,Delhi,Market,5.6,6.1,4.0,Partial,0.0,4.0,2024-11-19
FAC0411,Bangalore,Railway Station,6.8,6.5,4.2,Yes,250.0,6.0,2024-11-09
FAC0412,Delhi,Park,7.8,9.4,3.7,Yes,145.0,4.0,2024-05-06
FAC0413,Delhi,Railway Station,5.3,6.1,9.3,Partial,140.0,6.0,2024-12-22
FAC0414,Mumbai,Market,5.4,4.7,4.5,Yes,246.0,4.0,2024-03-23
FAC0415,Pune,Market,8.4,2.9,6.9,Yes,325.0,6.0,2024-12-19
FAC0416,Bangalore,Park,5.2,7.6,5.0,Yes,233.0,0.0,2024-09-20
FAC0417,Pune,Railway Station,7.2,4.9,2.5,Yes,455.0,1.0,2024-11-28
FAC0418,Chennai,Hospital,8.4,7.9,3.4,Yes,305.0,0.0,2024-08-19
FAC0419,Chennai,Park,5.6,5.3,3.7,Partial,81.0,6.0,2024-08-22
FAC0420,Mumbai,Public Toilet,5.3,4.5,5.4,Yes,393.0,5.0,2024-12-15
FAC0421,Kolkata,Bus Stand,4.6,5.8,4.5,Yes,268.0,9.0,2024-06-16
FAC0422,Chennai,Park,7.9,4.3,2.2,Partial,179.0,4.0,2024-01-25
FAC0423,Delhi,Railway Station,5.5,5.5,3.5,Partial,239.0,2.0,2024-06-11
FAC0424,Kolkata,Bus Stand,6.5,3.7,5.3,Yes,263.0,3.0,2024-01-13
FAC0425,Chennai,Market,7.0,0.7,5.7,Partial,261.0,6.0,2024-03-16
FAC0426,Kolkata,Hospital,6.3,7.3,3.2,Yes,262.0,0.0,2024-02-17
FAC0427,Bangalore,Public Toilet,5.6,4.7,0.7,Yes,256.0,4.0,2024-11-04
FAC0428,Kolkata,Park,6.5,9.6,2.8,Yes,109.0,6.0,2024-10-14
FAC0429,Mumbai,Bus Stand,6.2,3.4,8.5,Yes,287.0,6.0,2024-06-04
FAC0430,Chennai,Park,9.0,6.2,4.4,Partial,302.0,2.0,2024-03-11
FAC0431,Delhi,Bus Stand,6.5,5.5,0.4,Yes,316.0,5.0,2024-11-21
FAC0432,Chennai,Public Toilet,5.2,3.1,0.7,No,440.0,9.0,2024-07-04
FAC0433,Kolkata,Market,3.2,3.9,2.8,Yes,675.5,0.0,2024-03-24
FAC0434,Mumbai,Railway Station,8.6,3.7,6.9,Yes,418.0,4.0,2024-03-26
FAC0435,Kolkata,Railway Station,6.5,2.8,3.8,Yes,183.0,7.0,2024-03-24
FAC0436,Mumbai,Bus Stand,7.8,6.3,5.8,Yes,353.0,0.0,2024-08-01
FAC0437,Chennai,Public Toilet,7.2,6.2,6.5,Yes,315.0,6.0,2024-03-01
FAC0438,Delhi,Bus Stand,8.0,6.2,3.5,Yes,263.0,4.0,2024-08-08
FAC0439,Mumbai,Bus Stand,6.5,7.7,3.7,Yes,295.0,4.0,2024-04-04
FAC0440,Pune,Railway Station,6.2,6.6,4.7,Yes,431.0,3.0,2024-10-23
FAC0441,Mumbai,Park,6.7,6.8,3.6,Partial,616.0,8.0,2024-12-10
FAC0442,Mumbai,Bus Stand,6.6,8.4,4.5,No,323.0,6.0,2024-12-26
FAC0443,Bangalore,Park,6.4,4.7,2.3,No,305.0,1.0,2024-02-05
FAC0444,Chennai,Hospital,5.6,5.3,4.8,No,229.0,1.0,2024-03-27
FAC0445,Mumbai,Railway Station,8.1,5.2,4.5,Yes,42.0,4.0,2024-07-23
FAC0446,Bangalore,Market,8.4,3.1,4.5,No,215.0,3.0,2024-01-28
FAC0447,Mumbai,Market,4.4,0.7,2.0,Yes,452.0,2.0,2024-09-11
FAC0448,Chennai,Park,8.9,5.4,6.5,Partial,0.0,1.0,2024-08-23
FAC0449,Mumbai,Public Toilet,7.7,8.1,5.3,Yes,0.0,2.0,2024-10-19
FAC0450,Chennai,Market,6.6,4.4,4.0,Yes,163.0,6.0,2024-01-24
FAC0451,Delhi,Railway Station,4.8,8.2,9.1,Yes,353.0,1.0,2024-02-13
FAC0452,Pune,Public Toilet,7.8,6.2,3.7,Yes,432.0,4.0,2024-10-28
FAC0453,Mumbai,Railway Station,5.2,6.9,0.9,Yes,179.0,3.0,2024-04-13
FAC0454,Chennai,Hospital,5.4,7.5,1.3,Partial,326.0,6.0,2024-10-23
FAC0455,Mumbai,Park,6.2,6.1,5.3,Yes,138.0,3.0,2024-05-08
FAC0456,Kolkata,Park,7.1,2.2,5.6,Yes,454.0,1.0,2024-05-17
FAC0457,Pune,Park,7.8,1.9,8.8,Yes,106.0,1.0,2024-02-02
FAC0458,Pune,Bus Stand,6.3,6.4,3.1,Yes,229.0,2.0,2024-08-25
FAC0459,Chennai,Park,8.4,5.4,5.7,Yes,243.0,5.0,2024-01-11
FAC0460,Mumbai,Public Toilet,7.6,4.8,6.2,Yes,424.0,2.0,2024-02-27
FAC0461,Kolkata,Hospital,5.6,5.5,3.0,Partial,130.0,3.0,2024-04-30
FAC0462,Chennai,Bus Stand,6.5,6.3,5.6,Yes,193.0,4.0,2024-12-15
FAC0463,Delhi,Railway Station,9.6,2.3,2.2,Yes,480.0,11.0,2024-05-02
FAC0464,Bangalore,Park,7.1,5.5,6.6,Yes,487.0,1.0,2024-05-10
FAC0465,Bangalore,Public Toilet,9.3,5.5,3.2,Yes,584.0,7.0,2024-09-08
FAC0466,Chennai,Hospital,5.2,2.2,6.7,No,498.0,0.0,2024-06-16
FAC0467,Chennai,Hospital,7.1,5.6,2.5,Yes,135.0,6.0,2024-11-28
FAC0468,Delhi,Park,6.5,4.1,0.9,Yes,9.0,5.0,2024-07-07
FAC0469,Delhi,Market,9.6,2.1,5.7,Yes,228.0,7.0,2024-07-24
FAC0470,Kolkata,Market,5.3,4.6,3.8,Yes,302.0,7.0,2024-12-31
FAC0471,Delhi,Bus Stand,9.6,4.3,4.1,No,547.0,8.0,2024-03-15
FAC0472,Mumbai,Railway Station,6.5,6.9,4.3,No,420.0,2.0,2024-12-17
FAC0473,Delhi,Hospital,5.1,6.9,3.8,Partial,266.0,6.0,2024-01-24
FAC0474,Mumbai,Railway Station,7.1,3.5,4.4,No,262.0,2.0,2024-08-27
FAC0475,Delhi,Public Toilet,5.6,7.7,5.2,Yes,358.0,7.0,2024-05-15
FAC0476,Kolkata,Railway Station,6.2,4.4,5.0,No,307.0,2.0,2024-01-19
FAC0477,Chennai,Railway Station,7.5,7.4,8.0,No,512.0,6.0,2024-02-17
FAC0478,Delhi,Railway Station,6.9,5.5,5.7,Partial,385.0,0.0,2024-02-09
FAC0479,Delhi,Market,4.8,1.8,7.8,Yes,336.0,0.0,2024-08-20
FAC0480,Pune,Railway Station,8.0,5.3,4.4,Yes,95.0,0.0,2024-01-25
FAC0481,Pune,Railway Station,6.2,5.5,9.4,No,458.0,5.0,2024-07-25
FAC0482,Bangalore,Hospital,7.3,5.5,1.3,Yes,219.0,9.0,2024-07-07
FAC0483,Kolkata,Bus Stand,2.8,5.8,1.7,No,328.0,6.0,2024-12-12
FAC0484,Delhi,Hospital,7.5,5.0,3.3,No,86.0,3.0,2024-12-16
FAC0485,Bangalore,Bus Stand,5.0,5.3,5.3,Yes,317.0,0.0,2024-09-14
FAC0486,Mumbai,Public Toilet,6.3,5.4,2.1,Yes,325.0,3.0,2024-05-15
FAC0487,Bangalore,Bus Stand,6.5,6.3,6.2,Yes,287.0,3.0,2024-11-04
FAC0488,Pune,Market,6.6,4.3,8.3,Partial,156.0,4.0,2024-01-09
FAC0489,Pune,Bus Stand,7.3,4.4,2.6,No,125.0,7.0,2024-03-19
FAC0490,Pune,Hospital,3.5,3.3,5.4,Yes,426.0,4.0,2024-12-31
FAC0491,Chennai,Market,8.2,2.8,2.2,Yes,191.0,6.0,2024-02-01
FAC0492,Kolkata,Public Toilet,6.9,4.0,5.4,Yes,275.0,8.0,2024-03-23
FAC0493,Bangalore,Hospital,7.1,7.2,4.7,Yes,404.0,9.0,2024-12-10
FAC0494,Pune,Hospital,4.8,4.1,6.4,Yes,211.0,2.0,2024-07-31
FAC0495,Chennai,Railway Station,6.5,8.0,6.6,Yes,299.0,2.0,2024-03-02
FAC0496,Kolkata,Bus Stand,7.3,5.5,5.1,Yes,331.0,0.0,2024-01-26
FAC0497,Chennai,Market,9.4,4.7,8.3,Partial,258.0,5.0,2024-03-21
FAC0498,Pune,Railway Station,2.5,4.6,0.9,No,292.0,2.0,2024-01-04
FAC0499,Delhi,Market,5.3,7.5,6.3,No,373.0,1.0,2024-07-28
FAC0500,Chennai,Park,8.5,6.0,2.5,Yes,59.0,5.0,2024-08-10
